,id,brand,car_model,type,desc,problem,datetime,status
2,489882,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡变速箱异响且有拖挡现象	,"B33,B69,",2020-06-30,信息审核
3,489881,上汽斯柯达,明锐,2015款 1.6L 手动 逸杰版,斯柯达明锐车内异味更换隔音棉后异味加重,"H185,",2020-06-30,信息审核
4,489879,精灵Smart,smart fortwo,2015款 1.0L 硬顶灵动版,smart fortwo方向机异响经销商故意拖延,"D59,I282,",2020-06-30,信息审核
5,489877,一汽丰田,威驰,2017款 1.5L CVT 创行版,一汽丰田威驰后减震器漏油要求免费更换,"G25,",2020-06-30,信息审核
6,489876,比亚迪,比亚迪e6,2016款 400 豪华版,比亚迪e6电池衰减严重要求厂家质保,"H343,",2020-06-30,厂家受理
7,489871,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机软件升级后仍然卡顿,"O348,",2020-06-30,信息审核
8,489868,上汽斯柯达,明锐,2017款 1.6L 自动 智行版,斯柯达明锐中网起泡掉漆脱皮存在质量问题,"B19,H81,",2020-06-30,信息审核
9,489864,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾变速箱异响顿挫漏油,"B33,B19,B22,",2020-06-30,信息审核
10,489863,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,东风标致508发动机缺缸故障灯亮车身抖动,"A24,A34,H268,",2020-06-30,厂家受理
11,489862,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙中控 扶手箱 B柱异响,"H164,H93,H15,J298,",2020-06-30,信息审核
12,489860,上汽斯柯达,昊锐,2009款 1.8TSI 自动 优雅版,斯柯达昊锐车内异味严重影响健康,"H185,",2020-06-30,信息审核
13,489859,奇瑞汽车,奇瑞E3,2013款 1.5L 风尚型,奇瑞E3底盘异响车窗无法正常升降,"G158,H67,",2020-06-30,信息审核
14,489856,一汽-大众,高尔夫,2019款 280TSI DSG 舒适型 国V,一汽大众高尔夫保险杠有二次喷漆现象,"M284,",2020-06-30,信息审核
15,489854,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸韩泰轮胎有漏气的现象,"F41,",2020-06-30,信息审核
16,489853,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱故障无法行驶要求解决,"B334,",2020-06-30,信息审核
17,489852,上汽集团,锐腾,2017款 20T 手动 豪华版,上汽名爵锐腾换完离合器转向灯异响,"J300,",2020-06-30,厂家受理
18,489849,吉利汽车,缤越,2019款 260T DCT 骑士 国V,吉利缤越制动踏板异响车机承诺升级未兑现,"E43,L314,",2020-06-30,信息审核
19,489848,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车时发动机异响严重,"A9,",2020-06-30,信息审核
20,489847,吉利汽车,帝豪,2016款 1.3T CVT 向上版 三厢,吉利帝豪4S店使用副厂件更换维修水平极差,"J303,N317,N319,",2020-06-30,信息审核
21,489846,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机死机与宣传不符 内饰异响,"H164,H155,M279,Q322,",2020-06-30,信息审核
22,489844,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5两后轮刹车盘生锈 车门进水,"E42,H109,",2020-06-30,处理反馈
23,489843,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机卡顿死机黑屏系统与宣传不符,"H155,M279,",2020-06-30,信息审核
24,489842,上汽大众,途安,2016款 途安L 280TSI 手动 舒适版,上汽大众途安车辆多个系统故障要求解决,"H110,",2020-06-30,信息审核
25,489838,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动右前轮耐克森轮胎出现鼓包现象,"F39,",2020-06-30,处理反馈
26,489837,一汽大众,捷达VS7,2020款 1.4T 自动 荣耀型,捷达VS7雨刷槽漏水导致涡轮增压器生锈,"H79,H109,",2020-06-30,用户评分
27,489835,北汽银翔,幻速H3F,2016款 H3F 1.5L 手动 尊贵型,北汽幻速H3F车身漏水导致车内积水严重,"H109,",2020-06-30,信息审核
28,489834,长安汽车,长安欧尚科赛,2020款 GT 2.0T 自动 悦尚型 7座,长安欧尚科赛前挡风玻璃处漏水导致车内进水,"H109,",2020-06-30,信息审核
29,489833,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,别克博越挡位灯与雾灯简配与宣传不符,"M279,",2020-06-30,信息审核
0,489831,上汽大众,途观L,2018款 330TSI 自动 两驱 旗舰版,上汽大众途观L装饰亮条掉漆更换后未解决,"H81,",2020-06-30,信息审核
1,489829,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机升级后开机缓慢 语音无法识别,"O348,",2020-06-30,信息审核
2,489828,上汽通用五菱,五菱宏光PLUS,2020款 1.5L 手动 标准型 5座,上汽通用五菱宏光PLUS新车胎压监测报警,"H203,I295,",2020-06-30,信息审核
3,489826,上汽大众,朗逸,2018款 1.5L 自动 风尚版 经典 国VI,上汽大众朗逸熄火后油箱处异响厂家不解决,"H147,",2020-06-30,信息审核
4,489816,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑减震器异响存在质量问题,"G52,",2020-06-30,信息审核
5,489810,北京奔驰,奔驰C级,2020款 C 200 L 时尚型运动版,北京奔驰C级发动机盖与叶子板间摩擦掉漆,"H81,",2020-06-30,信息审核
6,489809,宝马（进口）,宝马X6,2020款 xDrive30i M运动套装,进口宝马X6经销商强制购买盗抢险,"K325,",2020-06-30,信息审核
7,489808,东风标致,标致308,2018款 1.6L 自动 豪华版,东风标致308转向或不平路面行驶右前轮异响,"G125,",2020-06-30,处理反馈
8,489807,比亚迪,比亚迪S7,2015款 2.0T 升级版 自动 尊贵型,比亚迪S7变速器异响顿挫希望厂家给予处理,"B33,B19,H90,I297,",2020-06-30,处理反馈
9,489806,广汽本田,飞度,2004款 两厢飞度 1.5 AT CVT,广汽本田飞度变速箱无法加速厂家不给解决,"B334,I297,K307,",2020-06-30,信息审核
10,489805,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机启动时异响车门漏水,"A9,H109,",2020-06-30,信息审核
11,489803,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕脱胶开裂,"H168,",2020-06-30,处理反馈
12,489795,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L后轮吃胎偏磨希望厂家处理,"G245,",2020-06-30,信息审核
13,489794,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机系统与宣传不符 变速箱顿挫,"B19,M279,",2020-06-30,处理反馈
14,489792,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派承诺赠送保养需要额外支付费用,"K307,L314,",2020-06-30,信息审核
15,489790,奇瑞汽车,艾瑞泽7e,2016款 1.6L e 致尚版,奇瑞艾瑞泽7e变速箱故障厂家不给保修,"B334,I297,",2020-06-30,用户评分
16,489789,长安马自达,马自达3 昂克赛拉,2017款 1.5L 手动 舒适型 三厢 国V,长安马自达昂克赛拉4S店未经同意保养车辆,"I282,O305,",2020-06-30,处理反馈
17,489787,一汽青岛解放,一汽解放,解放虎vh,一汽解放虎VH发动机故障灯亮加速无力,"A34,A163,",2020-06-30,信息审核
18,489785,一汽大众,捷达VS7,2020款 1.4T 自动 荣耀型,捷达VS7挡风玻璃处漏水导致涡轮增压器生锈,"H79,H109,",2020-06-30,处理反馈
19,489784,比亚迪,速锐,2012款 1.5TID 自动 豪华型,比亚迪速锐行驶中方向盘抖动存在安全隐患,"D80,",2020-06-30,处理反馈
20,489781,吉利汽车,星越,2019款 改款 350T 驭星者,吉利星越车机系统升级后卡顿影响使用,"O348,",2020-06-30,用户评分
21,489780,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁普利司通轮胎磨损内侧吃胎,"F10,G245,",2020-06-30,信息审核
22,489778,广汽三菱,劲炫ASX,2018款 2.0L CVT 两驱 尊享版,广汽三菱劲炫高速行驶中刹车盘断裂,"E239,H168,",2020-06-30,厂家受理
23,489777,一汽大众,捷达VS7,2020款 1.4T 自动 进取型,捷达VS7经销商收取金融服务费3000元,"A24,G117,H164,H109,H88,K307,",2020-06-30,厂家受理
24,489775,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5加满油后行驶中汽油箱有异响,"H147,",2020-06-30,信息审核
25,489774,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统卡顿出现黑屏现象,"H155,M279,",2020-06-30,用户评分
26,489773,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸发动机异响清理积碳未解决,"A9,I292,J301,",2020-06-30,信息审核
27,489769,一汽-大众奥迪,奥迪A4L,2017款 quattro 2.0T 双离合 特别版,一汽大众奥迪A4L变速箱漏油4S店拒绝理赔,"B22,",2020-06-30,信息审核
28,489768,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷车启动时发动机异响,"A9,",2020-06-30,信息审核
29,489767,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408怠速时发动机容易熄火,"A14,H78,",2020-06-30,处理反馈
0,489764,广汽本田,冠道,2019款 240TURBO 两驱 尊享版,广汽本田冠道发动机与变速箱漏油,"A12,B22,",2020-06-30,信息审核
1,489763,吉利汽车,星越,2019款 350T 耀星者,吉利星越升级后出现车机黑屏现象,"H155,O348,",2020-06-30,处理反馈
2,489758,开瑞汽车,优优EV,2018款 34kWh三元锂动力电池组车型,开瑞优优EV快速充电系统故障时间长,"H340,",2020-06-30,厂家受理
3,489757,上汽斯柯达,速派,2016款 TSI280  DSG 前行版,斯柯达速派发动机特定转速区间车身抖动,"H268,",2020-06-30,信息审核
4,489754,众泰汽车,芝麻,2018款 eZ 翼享版,众泰芝麻行驶中提示动力电池故障影响使用,"H343,",2020-06-30,信息审核
5,489753,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越无前雾灯和挡位灯影响行车安全,"M279,",2020-06-30,处理反馈
6,489750,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国VI,一汽大众奥迪A4L变速箱顿挫车身共振,"B19,H268,",2020-06-30,信息审核
7,489749,北京现代,领动,2016款 1.4T  双离合 炫动·活力型,北京现代领动启动后ABS故障灯常亮,"E74,",2020-06-30,信息审核
8,489748,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位灯与宣传不符厂家疑似简配,"M279,",2020-06-30,处理反馈
9,489747,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 进取型,一汽大众探歌发动机高压油泵有异响,"A9,",2020-06-30,信息审核
10,489744,一汽-大众,C-TREK蔚领,2017款 1.6L 自动 舒适型,一汽大众蔚领行驶中踩刹车座椅晃动,"H169,",2020-06-30,信息审核
11,489742,东风本田,哥瑞,2016款 1.5L CVT 舒适版,东风本田哥瑞冷启动后发动机异响,"A9,",2020-06-30,信息审核
12,489741,华晨宝马,宝马X1,2018款 sDrive18Li 时尚型,华晨宝马X1经销商承诺赠送两次保养不兑现,"L314,",2020-06-30,信息审核
13,489740,领克汽车,领克01,2019款 2.0T 两驱型 Pro版 国VI,领克01主驾驶座椅开裂售后不予质保,"H168,H169,",2020-06-30,处理反馈
14,489737,奇瑞新能源,瑞虎3xe,2018款 480 畅行版,奇瑞瑞虎3xe快充性能不达标要求解决,"H340,",2020-06-30,信息审核
15,489735,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌停放中车窗玻璃突然自爆,"H113,",2020-06-30,信息审核
16,489731,广汽丰田,凯美瑞,2019款 双擎 2.5HG 豪华版 国VI,广汽丰田凯美瑞双擎发动机机油乳化增多,"A339,A13,",2020-06-30,信息审核
17,489730,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际使用车载蓝牙接听电话时没有声音,"H155,H157,M279,",2020-06-30,处理反馈
18,489726,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6离合器异响存在质量问题,"C65,",2020-06-30,厂家受理
19,489725,北京现代,途胜,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜发动机异响噪音大底盘异响,"A9,A38,G56,G117,J300,",2020-06-30,信息审核
20,489724,众泰汽车,众泰T600,2017款 1.5T 手动 精英 贺岁版,众泰T600涡轮增压器异响 发动机熄火,"A14,A189,",2020-06-30,厂家受理
21,489722,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,一汽大众迈腾大灯透镜发白影响照明,"H82,",2020-06-30,处理反馈
22,489721,东风标致,标致308,2016款 1.6L 自动 豪华版,东风标致308发动机故障灯亮容易熄火,"A34,A163,A14,H78,",2020-06-30,用户评分
23,489719,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越车机系统及功能与宣传时不符,"M279,",2020-06-30,处理反馈
24,489718,上汽集团,名爵6,2019款 20T 手动 运动版,上汽名爵6发动机报警升级后动力下降,"A34,A163,O348,",2020-06-30,厂家受理
25,489716,华晨鑫源,金杯T52,2018款 1.5L 创富型 后双轮 DLCG14,华晨鑫源金杯T52发动机怠速不稳容易熄火,"A14,A35,H168,",2020-06-30,信息审核
26,489715,吉利汽车,缤越,2019款 运动款 260T DCT Battle 国VI 运动款,吉利缤越不平路面行驶时减震器有异响,"G52,",2020-06-30,处理反馈
27,489714,上汽斯柯达,Yeti,2016款 1.4TSI DSG 前行版,斯柯达Yeti车内异味严重影响健康,"H185,",2020-06-30,信息审核
28,489709,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾降挡时变速箱存在异响,"B33,",2020-06-30,处理反馈
29,489708,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L发动机抖动熄火无法行驶,"A24,A14,B334,",2020-06-30,信息审核
0,489707,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机黑屏死机操作系统与宣传不符,"H155,M279,",2020-06-30,处理反馈
1,489705,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机开机慢 导航卡滞无法使用,"H21,H155,",2020-06-30,用户评分
2,489699,SWM斯威汽车,SWM斯威X7,2016款 1.5T 豪华型,斯威X7转向异响严重厂家不予质保处理,"D59,I297,",2020-06-30,信息审核
3,489697,上汽大众,途安,2016款 途安L 280TSI 自动 舒适版,上汽大众途安DSG变速箱故障厂家不给保修,"B20,B115,I295,I297,",2020-06-30,信息审核
4,489694,长城汽车,哈弗H6 Coupe,2015款 2.0T 手动 两驱精英型,哈弗H6 Coupe车辆延保服务4S店不予兑现,"L314,",2020-06-30,处理反馈
5,489692,北京现代,现代ix35,2012款 2.0L 自动 四驱 尊贵版 GLS,北京现代ix35发动机异响天窗漏水严重,"A9,G162,H90,",2020-06-30,信息审核
6,489691,吉利汽车,星越,2019款 300T 耀星者,吉利星越销售承诺贷款购车可过户与实际不符,"K307,L313,",2020-06-30,厂家受理
7,489688,奔驰（进口）,奔驰GLE,2020款 GLE 450 4MATIC 豪华型 改款,进口奔驰GLE车内无线充电处异响更换未解决,"H164,",2020-06-30,信息审核
8,489687,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越升级车机系统后云壁纸无法使用,"O348,",2020-06-30,处理反馈
9,489686,长安标致雪铁龙DS,DS6,2016款 1.6T 豪华版THP160,长安标致雪铁龙DS6发动机进气歧管漏油,"A12,",2020-06-30,信息审核
10,489683,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机版本与宣传不符并且死机黑屏,"H155,M279,",2020-06-30,处理反馈
11,489682,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 舒适型,一汽大众奥迪Q5节温器漏防冻液厂家虚假回复,"A37,I295,I294,",2020-06-30,信息审核
12,489680,众泰汽车,众泰T600,2017款 1.5T 手动 豪华 贺岁版,众泰T600油箱扣手断裂 离合分泵漏油,"C207,H168,H67,",2020-06-30,厂家受理
13,489679,上汽集团,荣威i6新能源,2017款 45T 混动 互联智享版,上汽荣威i6新能源行驶中无动力加油不走,"A341,",2020-06-30,信息审核
14,489678,上汽通用五菱,新宝骏RS-3,2020款 1.5L CVT 24小时在线精英型,新宝骏RS-3行驶中方向盘抱死4S店不处理,"D123,E74,H101,I295,I281,J298,J300,",2020-06-30,信息审核
15,489677,北汽新能源,EV系列,2016款 EV160 轻快版,北汽新能源EV享受置换补贴后不予质保,"I297,",2020-06-30,处理反馈
16,489676,吉利汽车,远景,2018款 1.5L 手动 幸福版,吉利远景车门及车身螺栓生锈厂家不解决问题,"H79,",2020-06-30,用户评分
17,489675,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷车启动时发动机有异响,"A9,",2020-06-30,信息审核
18,489673,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408右前减震器漏油要求免费更换,"G25,",2020-06-30,处理反馈
19,489672,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408召回皮带后严重烧机油,"A63,",2020-06-30,信息审核
20,489670,吉利汽车,星越,2019款 300T 耀星者,吉利星越更换中控屏后要求厂家进行补偿,"H155,I297,",2020-06-30,处理反馈
21,489667,众泰汽车,众泰T700,2017款 1.8T 手动 尊享型,众泰T700减震器漏油 助力油泄漏 不予索赔,"D58,G25,I297,",2020-06-30,厂家受理
22,489666,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机升级后死机卡顿原车功能丢失,"H155,O348,",2020-06-30,处理反馈
23,489665,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机卡死升级后未解决希望处理,"H134,H155,O348,",2020-06-30,处理反馈
24,489663,众泰汽车,众泰T700,2017款 1.8T 双离合 尊享型,众泰T700转向沉重存在严重质量问题,"D156,",2020-06-30,厂家受理
25,489660,吉利汽车,星越,2019款 300T 耀星者,吉利星越中控车机死机系统与宣传不符,"H155,M279,",2020-06-30,处理反馈
26,489657,广汽本田,凌派,2016款 1.8L CVT 舒适版,广汽本田凌派车门内侧出现生锈的现象,"H79,",2020-06-30,用户评分
27,489656,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,领克01远光灯不亮4S店拒绝免费更换,"H82,I297,",2020-06-30,处理反馈
28,489654,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机升级后卡顿严重中控台异响,"H93,O348,",2020-06-30,信息审核
29,489652,上汽大众,朗逸,2018款 1.5L 自动 舒适版 国V,上汽大众朗逸仪表盘开裂装饰条有裂纹,"H168,H179,H149,I295,",2020-06-30,信息审核
0,489651,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度启动机故障希望厂家给予保修,"A44,I297,Q290,",2020-06-30,处理反馈
1,489650,东南汽车,东南DX3,2018款 1.5T 手动 旗舰型 SRG,东南DX3转向管柱异响 车身异响 油箱异响,"C267,D59,H147,",2020-06-30,信息审核
2,489647,上汽通用五菱,五菱荣光小卡,2019款 1.5L 基本型 双排 L3C 国VI,上汽通用五菱荣光小卡发生自燃厂家未回复	,"H40,I294,",2020-06-30,厂家受理
3,489646,吉利汽车,星越,2019款 改款 350T 驭星者,吉利星越车机死机系统与厂家宣传不符,"H155,M279,",2020-06-30,处理反馈
4,489644,福田汽车,祥菱V,2018款 1.5L 半承载 3170轴距(厢车)DAM15R,福田祥菱V车身外廓尺寸与合格证不符,"M284,",2020-06-30,信息审核
5,489642,江铃汽车,驭胜S350,2016款 2.0T 手动 四驱 汽油 豪华天窗版 5座,江铃驭胜S350车身多处生锈 胎压监测系统故障,"H79,H203,",2020-06-30,厂家受理
6,489641,奇瑞汽车,艾瑞泽GX,2018款 1.5T CVT 型色版 国V,奇瑞艾瑞泽GX车门边缘出现生锈的现象,"H79,",2020-06-30,处理反馈
7,489639,吉利汽车,帝豪GS,2020款 1.4T CVT 雅,吉利帝豪GS变速箱故障灯亮售后服务差,"B96,I293,",2020-06-30,用户评分
8,489637,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越车机系统升级不兑现 门窗漏风,"H144,L314,",2020-06-30,处理反馈
9,489635,知豆电动车,知豆D2,2017款 D2S,知豆D2下雨天提示电瓶故障码售后无法解决,"H146,I295,",2020-06-30,厂家受理
10,489634,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾左后轮刹车异响开空调有异味,"E43,H101,",2020-06-30,处理反馈
11,489632,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾发动机异响要求厂家给予处理,"A9,",2020-06-30,处理反馈
12,489628,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾多个故障灯报警4S店不回复,"H110,H104,I295,",2020-06-30,处理反馈
13,489624,宝马（进口）,宝马3系GT,2019款 320i M运动套装,进口宝马3系GT空调不制冷要求厂家处理,"H101,",2020-06-30,信息审核
14,489623,东风标致,标致207,2011款 1.4 手动 驭乐版 两厢,东风标致207灯组合开关故障希望厂家解决,"H71,",2020-06-30,处理反馈
15,489622,一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,一汽丰田卡罗拉起步时发动机舱传来异响,"B33,",2020-06-30,信息审核
16,489620,奇瑞汽车,瑞虎8,2018款 1.5TCI 手动 豪华型 7座,奇瑞瑞虎8行车过程中灯光熄灭 车身生锈,"E43,G52,H79,H82,",2020-06-30,处理反馈
17,489617,广汽本田,雅阁,2016款 2.0L E-CVT 锐酷版 混动,广汽本田雅阁电瓶亏电厂家一直不予解决,"H146,",2020-06-30,处理反馈
18,489616,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳内饰被4S店损坏 赔偿不兑现,"J300,L314,",2020-06-30,处理反馈
19,489613,北京现代,瑞纳,2016款 1.4L 手动 时尚型GS,现代瑞纳4S店维修期间将行车记录仪损坏,"I295,J300,",2020-06-30,厂家受理
20,489611,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾顶棚鼓包 刹车盘生锈,"E42,H168,",2020-06-30,处理反馈
21,489610,吉利新能源,星越新能源,2019款 400T 耀星者 纯电动续航56KM,吉利星越新能源车机系统要求硬件升级,"M279,",2020-06-30,处理反馈
22,489609,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动后备箱车内开关失效,"H68,",2020-06-29,信息审核
23,489606,广汽本田,雅阁,2018款 2.0L 锐酷版 锐·混动 国VI,广汽本田雅阁4S店更换刹车泵后出现新问题,"J300,J299,",2020-06-29,处理反馈
24,489604,众泰汽车,众泰Z300,2014款 1.5L 手动 新视界版时尚型,众泰Z300 ABS故障灯亮 售后查不出原因,"E74,J301,",2020-06-29,厂家受理
25,489599,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁雨天高速行驶时发动机失速,"A255,",2020-06-29,处理反馈
26,489597,吉利汽车,星越,2019款 改款 350T 驭星者AWD,吉利星越车机系统升级后卡顿死机中控台异响,"H93,H155,O348,",2020-06-29,信息审核
27,489596,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308 4S店承诺不兑现售后服务态度差,"I293,L314,",2020-06-29,处理反馈
28,489595,江淮汽车,江淮iEV,2015款 纯电动 iEV5,江淮iEV过减速带后发动机失去动力,"A255,",2020-06-29,处理反馈
29,489594,吉利汽车,吉利GX7,2014款 1.8L 手动 超值版,吉利GX7转向系统漏油 4S店服务态度差,"D58,N320,",2020-06-29,处理反馈
0,489593,广汽丰田,汉兰达,2017款 2.0T 四驱 豪华版 7座,广汽丰田汉兰达发动机抖动高速行驶时失速,"A24,A255,",2020-06-29,信息审核
